CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2018,CA-518,Solano County CoC,Unknown,*
2018,CA-519,Butte County CoC,18-24,118
2018,CA-519,Butte County CoC,25-34,260
2018,CA-519,Butte County CoC,35-44,245
2018,CA-519,Butte County CoC,45-54,237
2018,CA-519,Butte County CoC,55-64,209
2018,CA-519,Butte County CoC,65+,90
2018,CA-519,Butte County CoC,Under 18,329
2018,CA-520,Merced County CoC,18-24,69
2018,CA-520,Merced County CoC,25-34,156
2018,CA-520,Merced County CoC,35-44,184
2018,CA-520,Merced County CoC,45-54,201
2018,CA-520,Merced County CoC,55-64,220
2018,CA-520,Merced County CoC,65+,59
2018,CA-520,Merced County CoC,Under 18,20
2018,CA-521,Yolo County CoC,18-24,89
2018,CA-521,Yolo County CoC,25-34,162
2018,CA-521,Yolo County CoC,35-44,166
2018,CA-521,Yolo County CoC,45-54,120
2018,CA-521,Yolo County CoC,55-64,103
2018,CA-521,Yolo County CoC,65+,23
2018,CA-521,Yolo County CoC,Under 18,315
2018,CA-522,Humboldt County CoC,18-24,162
2018,CA-522,Humboldt County CoC,25-34,170
2018,CA-522,Humboldt County CoC,35-44,150
2018,CA-522,Humboldt County CoC,45-54,132
2018,CA-522,Humboldt County CoC,55-64,122
2018,CA-522,Humboldt County CoC,65+,42
2018,CA-522,Humboldt County CoC,Invalid,*
2018,CA-522,Humboldt County CoC,Under 18,316
2018,CA-522,Humboldt County CoC,Unknown,*
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,36
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,61
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,34
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,13
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,*
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,195
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2018,CA-524,"Yuba, Sutter Counties CoC",25-34,*
2018,CA-524,"Yuba, Sutter Counties CoC",35-44,*
2018,CA-524,"Yuba, Sutter Counties CoC",45-54,*
2018,CA-524,"Yuba, Sutter Counties CoC",65+,*
2018,CA-524,"Yuba, Sutter Counties CoC",Under 18,*
2018,CA-525,El Dorado County CoC,18-24,*
2018,CA-525,El Dorado County CoC,25-34,29
2018,CA-525,El Dorado County CoC,35-44,39
2018,CA-525,El Dorado County CoC,45-54,41
2018,CA-525,El Dorado County CoC,55-64,38
2018,CA-525,El Dorado County CoC,65+,18
2018,CA-525,El Dorado County CoC,Invalid,*
2018,CA-525,El Dorado County CoC,Under 18,228
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,50
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,121
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,89
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,81
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,83
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,31
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,272
2018,CA-527,Tehama County CoC,18-24,37
2018,CA-527,Tehama County CoC,25-34,70
2018,CA-527,Tehama County CoC,35-44,78
2018,CA-527,Tehama County CoC,45-54,62
2018,CA-527,Tehama County CoC,55-64,68
2018,CA-527,Tehama County CoC,65+,17
2018,CA-527,Tehama County CoC,Under 18,79
2018,CA-527,Tehama County CoC,Unknown,*
2018,CA-529,Lake County CoC,18-24,*
2018,CA-529,Lake County CoC,25-34,*
2018,CA-529,Lake County CoC,35-44,*
2018,CA-529,Lake County CoC,45-54,*
2018,CA-529,Lake County CoC,55-64,*
2018,CA-529,Lake County CoC,65+,*
2018,CA-529,Lake County CoC,Under 18,29
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,20
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,41
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,28
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,33
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,19
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,11
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,67
2018,CA-531,Nevada County CoC,18-24,59
2018,CA-531,Nevada County CoC,25-34,80
2018,CA-531,Nevada County CoC,35-44,113
2018,CA-531,Nevada County CoC,45-54,101
2018,CA-531,Nevada County CoC,55-64,107
2018,CA-531,Nevada County CoC,65+,40
2018,CA-531,Nevada County CoC,Under 18,53
2018,CA-600,Los Angeles County CoC,18-24,7629
2018,CA-600,Los Angeles County CoC,25-34,12048
2018,CA-600,Los Angeles County CoC,35-44,10611
2018,CA-600,Los Angeles County CoC,45-54,11353
2018,CA-600,Los Angeles County CoC,55-64,10118
2018,CA-600,Los Angeles County CoC,65+,3316
2018,CA-600,Los Angeles County CoC,Invalid,46
2018,CA-600,Los Angeles County CoC,Under 18,15370
2018,CA-600,Los Angeles County CoC,Unknown,4038
2018,CA-601,San Diego County CoC,18-24,969
2018,CA-601,San Diego County CoC,25-34,2279
2018,CA-601,San Diego County CoC,35-44,2246
2018,CA-601,San Diego County CoC,45-54,2624
2018,CA-601,San Diego County CoC,55-64,2792
2018,CA-601,San Diego County CoC,65+,839
2018,CA-601,San Diego County CoC,Invalid,*
2018,CA-601,San Diego County CoC,Under 18,3337
2018,CA-601,San Diego County CoC,Unknown,138
2018,CA-602,Orange County CoC,18-24,605
2018,CA-602,Orange County CoC,25-34,1557
2018,CA-602,Orange County CoC,35-44,1457
2018,CA-602,Orange County CoC,45-54,1600
2018,CA-602,Orange County CoC,55-64,1292
2018,CA-602,Orange County CoC,65+,780
2018,CA-602,Orange County CoC,Invalid,*
2018,CA-602,Orange County CoC,Under 18,2936
2018,CA-602,Orange County CoC,Unknown,1796
2018,CA-603,Santa Barbara County CoC,18-24,178
2018,CA-603,Santa Barbara County CoC,25-34,452
2018,CA-603,Santa Barbara County CoC,35-44,430
2018,CA-603,Santa Barbara County CoC,45-54,425
2018,CA-603,Santa Barbara County CoC,55-64,488
2018,CA-603,Santa Barbara County CoC,65+,202
2018,CA-603,Santa Barbara County CoC,Invalid,*
2018,CA-603,Santa Barbara County CoC,Under 18,693
2018,CA-603,Santa Barbara County CoC,Unknown,*
2018,CA-604,Kern County CoC,18-24,285
2018,CA-604,Kern County CoC,25-34,595
2018,CA-604,Kern County CoC,35-44,489
2018,CA-604,Kern County CoC,45-54,500
2018,CA-604,Kern County CoC,55-64,436
2018,CA-604,Kern County CoC,65+,119
2018,CA-604,Kern County CoC,Under 18,1124
2018,CA-606,Long Beach CoC (Los Angeles County),18-24,162
2018,CA-606,Long Beach CoC (Los Angeles County),25-34,348
2018,CA-606,Long Beach CoC (Los Angeles County),35-44,301
2018,CA-606,Long Beach CoC (Los Angeles County),45-54,423
2018,CA-606,Long Beach CoC (Los Angeles County),55-64,508
2018,CA-606,Long Beach CoC (Los Angeles County),65+,187
2018,CA-606,Long Beach CoC (Los Angeles County),Under 18,675
2018,CA-607,Pasadena CoC (Los Angeles County),18-24,109
2018,CA-607,Pasadena CoC (Los Angeles County),25-34,223
2018,CA-607,Pasadena CoC (Los Angeles County),35-44,206
2018,CA-607,Pasadena CoC (Los Angeles County),45-54,273
2018,CA-607,Pasadena CoC (Los Angeles County),55-64,257
2018,CA-607,Pasadena CoC (Los Angeles County),65+,142
2018,CA-607,Pasadena CoC (Los Angeles County),Under 18,364
2018,CA-607,Pasadena CoC (Los Angeles County),Unknown,*
2018,CA-608,Riverside County CoC,18-24,684
2018,CA-608,Riverside County CoC,25-34,1228
2018,CA-608,Riverside County CoC,35-44,1105
2018,CA-608,Riverside County CoC,45-54,1136
2018,CA-608,Riverside County CoC,55-64,1006
2018,CA-608,Riverside County CoC,65+,300
2018,CA-608,Riverside County CoC,Under 18,1652
2018,CA-608,Riverside County CoC,Unknown,48
2018,CA-609,San Bernardino County CoC,18-24,555
2018,CA-609,San Bernardino County CoC,25-34,1021
2018,CA-609,San Bernardino County CoC,35-44,896
2018,CA-609,San Bernardino County CoC,45-54,663
2018,CA-609,San Bernardino County CoC,55-64,551
2018,CA-609,San Bernardino County CoC,65+,163
2018,CA-609,San Bernardino County CoC,Under 18,3554
2018,CA-609,San Bernardino County CoC,Unknown,*
2018,CA-611,Ventura County CoC,18-24,145
2018,CA-611,Ventura County CoC,25-34,234
2018,CA-611,Ventura County CoC,35-44,286
2018,CA-611,Ventura County CoC,45-54,293
2018,CA-611,Ventura County CoC,55-64,288
2018,CA-611,Ventura County CoC,65+,103
2018,CA-611,Ventura County CoC,Invalid,*
2018,CA-611,Ventura County CoC,Under 18,630
2018,CA-611,Ventura County CoC,Unknown,*
2018,CA-612,Glendale CoC (Los Angeles County),18-24,30
2018,CA-612,Glendale CoC (Los Angeles County),25-34,80
2018,CA-612,Glendale CoC (Los Angeles County),35-44,60
2018,CA-612,Glendale CoC (Los Angeles County),45-54,92
2018,CA-612,Glendale CoC (Los Angeles County),55-64,65
2018,CA-612,Glendale CoC (Los Angeles County),65+,26
2018,CA-612,Glendale CoC (Los Angeles County),Under 18,148
2018,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2018,CA-613,Imperial County CoC,18-24,80
2018,CA-613,Imperial County CoC,25-34,142
2018,CA-613,Imperial County CoC,35-44,108
2018,CA-613,Imperial County CoC,45-54,98
2018,CA-613,Imperial County CoC,55-64,72
2018,CA-613,Imperial County CoC,65+,46
2018,CA-613,Imperial County CoC,Invalid,*
2018,CA-613,Imperial County CoC,Under 18,314
2018,CA-614,San Luis Obispo County CoC,18-24,144
2018,CA-614,San Luis Obispo County CoC,25-34,320
2018,CA-614,San Luis Obispo County CoC,35-44,249
2018,CA-614,San Luis Obispo County CoC,45-54,241
2018,CA-614,San Luis Obispo County CoC,55-64,217
2018,CA-614,San Luis Obispo County CoC,65+,102
2018,CA-614,San Luis Obispo County CoC,Invalid,*
2018,CA-614,San Luis Obispo County CoC,Under 18,566
2019,All,California,18-24,20002
2019,All,California,25-34,37658
2019,All,California,35-44,34770
2019,All,California,45-54,33383
2019,All,California,55-64,31775
2019,All,California,65+,11648
2019,All,California,Invalid,97
2019,All,California,Under 18,59713
2019,All,California,Unknown,6915
2019,CA-500,Santa Clara County CoC,18-24,785
2019,CA-500,Santa Clara County CoC,25-34,1685
2019,CA-500,Santa Clara County CoC,35-44,1685
2019,CA-500,Santa Clara County CoC,45-54,1630
2019,CA-500,Santa Clara County CoC,55-64,1664
2019,CA-500,Santa Clara County CoC,65+,615
2019,CA-500,Santa Clara County CoC,Under 18,2564
2019,CA-500,Santa Clara County CoC,Unknown,*
2019,CA-501,San Francisco CoC,18-24,966
2019,CA-501,San Francisco CoC,25-34,1230
2019,CA-501,San Francisco CoC,35-44,1129
2019,CA-501,San Francisco CoC,45-54,992
2019,CA-501,San Francisco CoC,55-64,852
2019,CA-501,San Francisco CoC,65+,340
2019,CA-501,San Francisco CoC,Invalid,*
2019,CA-501,San Francisco CoC,Under 18,2514
2019,CA-501,San Francisco CoC,Unknown,33
2019,CA-502,Alameda County CoC,18-24,817
2019,CA-502,Alameda County CoC,25-34,1157
2019,CA-502,Alameda County CoC,35-44,1048
2019,CA-502,Alameda County CoC,45-54,1103
2019,CA-502,Alameda County CoC,55-64,1200
2019,CA-502,Alameda County CoC,65+,485
2019,CA-502,Alameda County CoC,Under 18,1653
2019,CA-502,Alameda County CoC,Unknown,*
2019,CA-503,Sacramento County CoC,18-24,1154
2019,CA-503,Sacramento County CoC,25-34,1526
2019,CA-503,Sacramento County CoC,35-44,1515
2019,CA-503,Sacramento County CoC,45-54,1576
2019,CA-503,Sacramento County CoC,55-64,1366
2019,CA-503,Sacramento County CoC,65+,418
2019,CA-503,Sacramento County CoC,Invalid,*
2019,CA-503,Sacramento County CoC,Under 18,3939
2019,CA-503,Sacramento County CoC,Unknown,*
2019,CA-504,Sonoma County CoC,18-24,257
2019,CA-504,Sonoma County CoC,25-34,459
2019,CA-504,Sonoma County CoC,35-44,515
2019,CA-504,Sonoma County CoC,45-54,536
2019,CA-504,Sonoma County CoC,55-64,531
2019,CA-504,Sonoma County CoC,65+,237
2019,CA-504,Sonoma County CoC,Invalid,*
2019,CA-504,Sonoma County CoC,Under 18,725
2019,CA-505,Contra Costa County CoC,18-24,492
2019,CA-505,Contra Costa County CoC,25-34,1202
2019,CA-505,Contra Costa County CoC,35-44,1083
2019,CA-505,Contra Costa County CoC,45-54,995
2019,CA-505,Contra Costa County CoC,55-64,1060
2019,CA-505,Contra Costa County CoC,65+,407
2019,CA-505,Contra Costa County CoC,Under 18,1360
2019,CA-505,Contra Costa County CoC,Unknown,*
2019,CA-506,"Monterey, San Benito Counties CoC",18-24,164
2019,CA-506,"Monterey, San Benito Counties CoC",25-34,369
2019,CA-506,"Monterey, San Benito Counties CoC",35-44,323
2019,CA-506,"Monterey, San Benito Counties CoC",45-54,287
2019,CA-506,"Monterey, San Benito Counties CoC",55-64,326
2019,CA-506,"Monterey, San Benito Counties CoC",65+,133
2019,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2019,CA-506,"Monterey, San Benito Counties CoC",Under 18,932
2019,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2019,CA-507,Marin County CoC,18-24,77
2019,CA-507,Marin County CoC,25-34,196
2019,CA-507,Marin County CoC,35-44,187
2019,CA-507,Marin County CoC,45-54,191
2019,CA-507,Marin County CoC,55-64,190
2019,CA-507,Marin County CoC,65+,111
2019,CA-507,Marin County CoC,Under 18,325
2019,CA-507,Marin County CoC,Unknown,*
2019,CA-508,Santa Cruz County CoC,18-24,121
2019,CA-508,Santa Cruz County CoC,25-34,360
2019,CA-508,Santa Cruz County CoC,35-44,369
2019,CA-508,Santa Cruz County CoC,45-54,356
2019,CA-508,Santa Cruz County CoC,55-64,333
2019,CA-508,Santa Cruz County CoC,65+,173
2019,CA-508,Santa Cruz County CoC,Under 18,509
2019,CA-508,Santa Cruz County CoC,Unknown,45
2019,CA-509,Mendocino County CoC,18-24,63
2019,CA-509,Mendocino County CoC,25-34,143
2019,CA-509,Mendocino County CoC,35-44,137
2019,CA-509,Mendocino County CoC,45-54,126
2019,CA-509,Mendocino County CoC,55-64,124
2019,CA-509,Mendocino County CoC,65+,39
2019,CA-509,Mendocino County CoC,Under 18,165
2019,CA-509,Mendocino County CoC,Unknown,12
2019,CA-510,Stanislaus County CoC,18-24,550
2019,CA-510,Stanislaus County CoC,25-34,1007
2019,CA-510,Stanislaus County CoC,35-44,1009
2019,CA-510,Stanislaus County CoC,45-54,782
2019,CA-510,Stanislaus County CoC,55-64,664
2019,CA-510,Stanislaus County CoC,65+,204
2019,CA-510,Stanislaus County CoC,Under 18,2024
2019,CA-511,San Joaquin County CoC,18-24,752
2019,CA-511,San Joaquin County CoC,25-34,1495
2019,CA-511,San Joaquin County CoC,35-44,1148
2019,CA-511,San Joaquin County CoC,45-54,805
2019,CA-511,San Joaquin County CoC,55-64,611
2019,CA-511,San Joaquin County CoC,65+,234
2019,CA-511,San Joaquin County CoC,Under 18,4028
2019,CA-511,San Joaquin County CoC,Unknown,*
2019,CA-512,San Mateo County CoC,18-24,262
2019,CA-512,San Mateo County CoC,25-34,618
2019,CA-512,San Mateo County CoC,35-44,530
2019,CA-512,San Mateo County CoC,45-54,544
2019,CA-512,San Mateo County CoC,55-64,523
2019,CA-512,San Mateo County CoC,65+,217
2019,CA-512,San Mateo County CoC,Invalid,*
2019,CA-512,San Mateo County CoC,Under 18,1207
2019,CA-512,San Mateo County CoC,Unknown,*
2019,CA-513,"Kings, Tulare Counties CoC",18-24,326
2019,CA-513,"Kings, Tulare Counties CoC",25-34,637
2019,CA-513,"Kings, Tulare Counties CoC",35-44,616
2019,CA-513,"Kings, Tulare Counties CoC",45-54,429
2019,CA-513,"Kings, Tulare Counties CoC",55-64,284
2019,CA-513,"Kings, Tulare Counties CoC",65+,88
2019,CA-513,"Kings, Tulare Counties CoC",Under 18,1067
2019,CA-514,"Fresno, Madera Counties CoC",18-24,316
2019,CA-514,"Fresno, Madera Counties CoC",25-34,379
2019,CA-514,"Fresno, Madera Counties CoC",35-44,434
2019,CA-514,"Fresno, Madera Counties CoC",45-54,448
2019,CA-514,"Fresno, Madera Counties CoC",55-64,463
2019,CA-514,"Fresno, Madera Counties CoC",65+,144
2019,CA-514,"Fresno, Madera Counties CoC",Invalid,*
2019,CA-514,"Fresno, Madera Counties CoC",Under 18,1038
2019,CA-514,"Fresno, Madera Counties CoC",Unknown,24
2019,CA-515,Placer County CoC,18-24,101
2019,CA-515,Placer County CoC,25-34,303
2019,CA-515,Placer County CoC,35-44,284
2019,CA-515,Placer County CoC,45-54,293
2019,CA-515,Placer County CoC,55-64,239
2019,CA-515,Placer County CoC,65+,90
2019,CA-515,Placer County CoC,Under 18,464
2019,CA-515,Placer County CoC,Unknown,*
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,49
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,144
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,114
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,95
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,117
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,46
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,166
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,160
2019,CA-517,Napa County CoC,18-24,56
2019,CA-517,Napa County CoC,25-34,176
2019,CA-517,Napa County CoC,35-44,159
2019,CA-517,Napa County CoC,45-54,170
2019,CA-517,Napa County CoC,55-64,174
2019,CA-517,Napa County CoC,65+,56
2019,CA-517,Napa County CoC,Under 18,141
2019,CA-518,Solano County CoC,18-24,61
2019,CA-518,Solano County CoC,25-34,172
2019,CA-518,Solano County CoC,35-44,177
2019,CA-518,Solano County CoC,45-54,169
2019,CA-518,Solano County CoC,55-64,200
2019,CA-518,Solano County CoC,65+,79
2019,CA-518,Solano County CoC,Invalid,*
2019,CA-518,Solano County CoC,Under 18,252
2019,CA-518,Solano County CoC,Unknown,*
2019,CA-519,Butte County CoC,18-24,125
2019,CA-519,Butte County CoC,25-34,292
2019,CA-519,Butte County CoC,35-44,284
2019,CA-519,Butte County CoC,45-54,287
2019,CA-519,Butte County CoC,55-64,296
2019,CA-519,Butte County CoC,65+,145
2019,CA-519,Butte County CoC,Under 18,319
2019,CA-520,Merced County CoC,18-24,278
2019,CA-520,Merced County CoC,25-34,512
2019,CA-520,Merced County CoC,35-44,454
2019,CA-520,Merced County CoC,45-54,304
2019,CA-520,Merced County CoC,55-64,266
2019,CA-520,Merced County CoC,65+,73
2019,CA-520,Merced County CoC,Invalid,*
2019,CA-520,Merced County CoC,Under 18,1195
2019,CA-521,Yolo County CoC,18-24,97
2019,CA-521,Yolo County CoC,25-34,192
2019,CA-521,Yolo County CoC,35-44,201
2019,CA-521,Yolo County CoC,45-54,115
2019,CA-521,Yolo County CoC,55-64,124
2019,CA-521,Yolo County CoC,65+,47
2019,CA-521,Yolo County CoC,Under 18,434
2019,CA-521,Yolo County CoC,Unknown,*
2019,CA-522,Humboldt County CoC,18-24,209
2019,CA-522,Humboldt County CoC,25-34,233
2019,CA-522,Humboldt County CoC,35-44,261
2019,CA-522,Humboldt County CoC,45-54,253
2019,CA-522,Humboldt County CoC,55-64,225
2019,CA-522,Humboldt County CoC,65+,85
2019,CA-522,Humboldt County CoC,Invalid,*
2019,CA-522,Humboldt County CoC,Under 18,346
2019,CA-522,Humboldt County CoC,Unknown,34
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,41
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,64
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,35
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,19
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,16
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,*
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,199
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2019,CA-524,"Yuba, Sutter Counties CoC",18-24,*
2019,CA-524,"Yuba, Sutter Counties CoC",25-34,*
2019,CA-524,"Yuba, Sutter Counties CoC",35-44,*
2019,CA-524,"Yuba, Sutter Counties CoC",45-54,*
2019,CA-524,"Yuba, Sutter Counties CoC",55-64,*
2019,CA-524,"Yuba, Sutter Counties CoC",65+,*
2019,CA-524,"Yuba, Sutter Counties CoC",Under 18,*
2019,CA-525,El Dorado County CoC,18-24,15
2019,CA-525,El Dorado County CoC,25-34,39
2019,CA-525,El Dorado County CoC,35-44,35
2019,CA-525,El Dorado County CoC,45-54,42
2019,CA-525,El Dorado County CoC,55-64,43
2019,CA-525,El Dorado County CoC,65+,21
2019,CA-525,El Dorado County CoC,Invalid,*
2019,CA-525,El Dorado County CoC,Under 18,168
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,50
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,99
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,111
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,92
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,83
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,41
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Invalid,*
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,226
2019,CA-527,Tehama County CoC,18-24,22
2019,CA-527,Tehama County CoC,25-34,60
2019,CA-527,Tehama County CoC,35-44,69
2019,CA-527,Tehama County CoC,45-54,71
2019,CA-527,Tehama County CoC,55-64,69
2019,CA-527,Tehama County CoC,65+,23
2019,CA-527,Tehama County CoC,Invalid,*
2019,CA-527,Tehama County CoC,Under 18,57
2019,CA-527,Tehama County CoC,Unknown,*
2019,CA-529,Lake County CoC,18-24,14
2019,CA-529,Lake County CoC,25-34,42
2019,CA-529,Lake County CoC,35-44,38
2019,CA-529,Lake County CoC,45-54,*
2019,CA-529,Lake County CoC,55-64,12
2019,CA-529,Lake County CoC,65+,*
2019,CA-529,Lake County CoC,Under 18,121
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,13
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,29
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,20
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,21
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,23
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,*
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,42
2019,CA-531,Nevada County CoC,18-24,50
2019,CA-531,Nevada County CoC,25-34,117
2019,CA-531,Nevada County CoC,35-44,115
2019,CA-531,Nevada County CoC,45-54,124
2019,CA-531,Nevada County CoC,55-64,134
2019,CA-531,Nevada County CoC,65+,51
2019,CA-531,Nevada County CoC,Invalid,*
2019,CA-531,Nevada County CoC,Under 18,30
2019,CA-531,Nevada County CoC,Unknown,*
2019,CA-600,Los Angeles County CoC,18-24,7927
2019,CA-600,Los Angeles County CoC,25-34,14424
2019,CA-600,Los Angeles County CoC,35-44,12821
2019,CA-600,Los Angeles County CoC,45-54,12605
2019,CA-600,Los Angeles County CoC,55-64,11592
2019,CA-600,Los Angeles County CoC,65+,4137
2019,CA-600,Los Angeles County CoC,Invalid,34
2019,CA-600,Los Angeles County CoC,Under 18,16600
2019,CA-600,Los Angeles County CoC,Unknown,5274
2019,CA-601,San Diego County CoC,18-24,980
2019,CA-601,San Diego County CoC,25-34,2474
2019,CA-601,San Diego County CoC,35-44,2429
2019,CA-601,San Diego County CoC,45-54,2714
2019,CA-601,San Diego County CoC,55-64,3054
2019,CA-601,San Diego County CoC,65+,1003
2019,CA-601,San Diego County CoC,Invalid,*
2019,CA-601,San Diego County CoC,Under 18,3192
2019,CA-601,San Diego County CoC,Unknown,358
2019,CA-602,Orange County CoC,18-24,662
2019,CA-602,Orange County CoC,25-34,1884
2019,CA-602,Orange County CoC,35-44,1875
2019,CA-602,Orange County CoC,45-54,1978
2019,CA-602,Orange County CoC,55-64,1791
2019,CA-602,Orange County CoC,65+,627
2019,CA-602,Orange County CoC,Invalid,*
2019,CA-602,Orange County CoC,Under 18,2821
2019,CA-602,Orange County CoC,Unknown,746
2019,CA-603,Santa Barbara County CoC,18-24,163
2019,CA-603,Santa Barbara County CoC,25-34,454
2019,CA-603,Santa Barbara County CoC,35-44,482
2019,CA-603,Santa Barbara County CoC,45-54,484
2019,CA-603,Santa Barbara County CoC,55-64,585
2019,CA-603,Santa Barbara County CoC,65+,236
2019,CA-603,Santa Barbara County CoC,Invalid,*
2019,CA-603,Santa Barbara County CoC,Under 18,531
2019,CA-603,Santa Barbara County CoC,Unknown,*
2019,CA-604,Kern County CoC,18-24,322
2019,CA-604,Kern County CoC,25-34,566
2019,CA-604,Kern County CoC,35-44,523
2019,CA-604,Kern County CoC,45-54,471
2019,CA-604,Kern County CoC,55-64,450
2019,CA-604,Kern County CoC,65+,140
2019,CA-604,Kern County CoC,Under 18,1331
2019,CA-604,Kern County CoC,Unknown,*
2019,CA-606,Long Beach CoC (Los Angeles County),18-24,201
2019,CA-606,Long Beach CoC (Los Angeles County),25-34,450
2019,CA-606,Long Beach CoC (Los Angeles County),35-44,394
2019,CA-606,Long Beach CoC (Los Angeles County),45-54,491
2019,CA-606,Long Beach CoC (Los Angeles County),55-64,606
2019,CA-606,Long Beach CoC (Los Angeles County),65+,247
2019,CA-606,Long Beach CoC (Los Angeles County),Invalid,*
2019,CA-606,Long Beach CoC (Los Angeles County),Under 18,751
2019,CA-606,Long Beach CoC (Los Angeles County),Unknown,*
2019,CA-607,Pasadena CoC (Los Angeles County),18-24,147
2019,CA-607,Pasadena CoC (Los Angeles County),25-34,197
2019,CA-607,Pasadena CoC (Los Angeles County),35-44,208
2019,CA-607,Pasadena CoC (Los Angeles County),45-54,257
2019,CA-607,Pasadena CoC (Los Angeles County),55-64,315
2019,CA-607,Pasadena CoC (Los Angeles County),65+,161
2019,CA-607,Pasadena CoC (Los Angeles County),Under 18,252
2019,CA-607,Pasadena CoC (Los Angeles County),Unknown,37
2019,CA-608,Riverside County CoC,18-24,684
2019,CA-608,Riverside County CoC,25-34,1437
2019,CA-608,Riverside County CoC,35-44,1254
2019,CA-608,Riverside County CoC,45-54,1122
2019,CA-608,Riverside County CoC,55-64,1014
2019,CA-608,Riverside County CoC,65+,385
2019,CA-608,Riverside County CoC,Invalid,*
